id,champ,time_casa,time_visitante,resultados_casa,resultados_visitante,Posse_casa,Posse_visitante,defesas_casa,defesas_visitantes,falta_casa,falta_visitante,cartao_amarelo_casa,cartao_amarelo_visitante,cartao_vermelho_casa,cartao_vermelho_visitante,chute_fora_casa,chute_fora_visitante,escanteios_casa,escanteios_visitante
4932,2022 Brasileiro Serie A,Palmeiras,Cuiaba,1,2,61, 39,1,,17,12,1,1,0,0,3,1,11,4
4933,"2017 Copa Sudamericana, Round of 16",Corinthians,Racing Club,5,1,52, 48,5,,11,13,2,2,0,0,1,1,7,3
4934,"2019-20 Campeonato Carioca, 2019 Brazil Carioca - Taca Guanabara",Vasco da Gama,Volta Redonda,3,3,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4935,Brasileirao 2018,Internacional,Sao Paulo,0,1,57, 43,0,,16,23,3,3,0,1,6,1,6,4
4936,"2022 Copa Do Brasil, Round of 16",Cruzeiro,Fluminense,0,0,44, 56,3,,12,7,3,3,0,0,7,0,4,5
4937,2021 Brasileiro Serie A,Chapecoense,Santos,2,3,45, 55,4,,17,13,0,0,0,0,3,0,6,5
4938,Brasileirao 2018,Santos,Ceara,1,0,54, 46,2,,7,5,1,1,0,0,1,0,4,2
4939,Regular Season,Sampaio Correa,Goias,1,2,48, 52,2,,21,17,4,4,0,0,1,4,6,3
4940,"2019 Campeonato Paulista, Temporada Regular",Sao Bento,Red Bull Bragantino,0,2,0, 0,0,,0,0,3,3,0,0,0,0,0,0
4941,2021 Brasileiro Serie A,Palmeiras,Cuiaba,0,1,65, 35,2,,8,14,1,1,0,0,4,3,13,3
4942,"2019-20 Campeonato Carioca, Brasil Carioca - Finals",Vasco da Gama,Flamengo,2,2,35, 65,3,,14,19,1,1,0,0,0,3,3,11
4943,"2018 Brasileiro C, Regular Season",Volta Redonda,Red Bull Bragantino,1,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4944,2019 Brasileirao,Bahia,Ceara,1,3,48, 52,4,,14,11,3,3,0,0,4,1,6,17
4945,2022 Brasileiro Serie A,Corinthians,Fortaleza,1,1,56, 44,5,,14,14,3,3,0,0,1,4,9,4
4946,Regular Season,Atletico-GO,Goias,4,0,50, 49,0,,13,18,4,4,1,0,1,0,3,15
4947,Brasileirao 2017,Athletico-PR,Vitoria,3,0,48, 52,2,,10,11,3,3,0,0,3,2,5,1
4948,Brasileirao 2017,Santos,Bahia,2,0,51, 49,5,,10,19,1,1,0,0,1,2,4,7
4949,2020 Brasileiro Serie A,Goias,Botafogo,2,1,53, 46,0,,21,21,2,2,0,1,2,2,8,3
4950,Regular Season,Ponte Preta,Fortaleza,0,2,34, 66,1,,14,12,4,4,0,0,4,1,4,6
4951,"2018 Brazilian Campeonato Miniero, Brasil Mineiro - Semifinals",Tupi,Cruzeiro,3,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4952,Brasileirao 2017,Fluminense,Santos,0,0,38, 62,5,,15,18,5,5,0,0,2,2,5,8
4953,"2019 Campeonato Paulista, Temporada Regular",Oeste,Red Bull Bragantino,1,0,60, 40,4,,24,15,2,2,0,0,0,1,3,4
4954,"2019 Copa do Nordeste, Copa do Nordeste - Group Stage",Sampaio Correa,Bahia,1,1,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4955,"2018 Brasileiro C, Regular Season",Cuiaba,Luverdense,2,2,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4956,Brasileirao 2017,Chapecoense,Coritiba,0,2,48, 52,3,,18,11,2,2,0,0,0,4,12,6
4957,2017 Serie B,Goias,Vila Nova-GO,2,0,63, 37,7,,11,26,4,4,0,0,5,2,9,8
4958,"2019 Copa Libertadores, Second Stage",Danubio,Atletico-MG,1,0,47, 53,9,,10,13,4,4,0,0,0,2,8,13
4959,2022 Brasileiro Serie A,Sao Paulo,America-MG,5,2,48, 52,5,,14,16,2,2,0,0,2,0,2,4
4960,"2019 Brazilian Campeonato Miniero, Brasil Mineiro",America-MG,Tupi,0,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4961,"2022 Brazilian Campeonato Mineiro, Regular Season",Cruzeiro,America-MG,1,2,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4962,2022 Brasileiro Serie B,Cruzeiro,Londrina,2,3,63, 37,1,,10,9,1,1,0,0,3,1,10,3
4963,"2020 Club Friendly, Club Friendly",Racing Club,Athletico-PR,0,2,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4964,"2017 Copa Libertadores, Semifinals",Barcelona SC,Gremio,2,0,53, 47,2,,17,12,1,1,0,0,0,0,7,5
4965,"2017 Campeonato Paulista, Torneo Paulista 2017 - Temporada Regular",Palmeiras,Audax - SP,2,5,41, 59,0,,17,12,3,3,0,0,1,3,7,1
4966,2020 Brasileiro Serie A,Red Bull Bragantino,Sport,3,2,50, 50,1,,13,13,2,2,0,0,1,0,8,6
4967,"2018 Campeonato Gaucho, Regular Season",Gremio,Caxias do Sul,0,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4968,"2022 CONMEBOL Libertadores, Group Stage",Deportes Tolima,Atletico-MG,1,5,44, 56,4,,14,7,0,0,0,0,3,1,3,8
4969,2021 Brasileiro Serie B,Avai,Cruzeiro,0,0,52, 48,7,,9,15,1,1,0,0,0,2,4,4
4970,"2022 Copa Do Brasil, First Round",Sergipe SE,Cruzeiro,0,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4971,2021 Brasileiro Serie A,Sao Paulo,Atletico-MG,0,1,49, 51,4,,14,12,1,1,0,0,0,1,3,5
4972,Brasileirao 2017,Flamengo,Vasco da Gama,0,1,57, 43,0,,16,12,1,1,0,0,3,1,5,2
4973,"2019 Campeonato Paulista, Temporada Regular",Oeste,Palmeiras,1,1,43, 57,6,,16,17,2,2,0,0,0,3,2,4
4974,"2022 Campeonato Gaucho, First Round",Guarany de Bage,Internacional,2,2,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4975,Regular Season,Red Bull Bragantino,Ponte Preta,1,0,51, 49,0,,15,16,3,3,1,0,0,4,13,6
4976,2019 Brasileirao,Fluminense,Athletico-PR,2,1,51, 49,2,,18,13,1,1,0,0,2,2,3,4
4977,"2022 CONMEBOL Libertadores, Group Stage",Athletico-PR,Libertad,1,2,49, 51,5,,9,10,5,5,0,0,1,0,1,3
4978,2019 Brasileirao,Fortaleza,Vasco da Gama,4,0,61, 39,1,,9,12,2,2,0,0,0,0,2,5
4979,"2018 Campeonato Carioca, Brazil Carioca - Taca Guanabara",Vasco da Gama,Nova Iguacu,1,2,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4980,"2021 Copa Do Brasil, Third Round",Cruzeiro,Juazeirense,3,0,70, 30,3,,22,19,5,5,0,0,0,3,11,6
4981,"2020 Copa Libertadores, Group Stage",Penarol,Athletico-PR,1,0,44, 56,0,,5,14,1,1,0,0,3,0,7,3
4982,"2018 Copa Do Brasil, Quarterfinals",Corinthians,Chapecoense,1,0,56, 44,3,,11,12,2,2,0,0,0,0,5,5
4983,2020 Brasileiro Serie A,Athletico-PR,Santos,1,2,60, 40,4,,22,13,2,2,0,0,2,1,9,2
4984,Brasileirao 2017,Palmeiras,Atletico-GO,1,0,68, 32,4,,10,17,2,2,0,0,5,6,6,3
4985,Brasileirao 2018,Sport,Fluminense,0,0,56, 44,3,,14,17,5,5,0,0,0,1,11,5
4986,"2021 Campeonato Paulista, Temporada Regular",Santos,Botafogo SP,0,2,72, 28,2,,12,19,2,2,0,0,3,1,5,6
4987,2021 Brasileiro Serie A,Red Bull Bragantino,Ceara,3,1,64, 36,3,,11,17,2,2,0,1,0,2,6,7
4988,"2022 Campeonato Paulista, Temporada Regular",Mirassol,Santos,1,0,40, 60,3,,24,5,2,2,0,0,0,1,10,8
4989,"2022 Copa Do Brasil, Third Round",Atletico-GO,Cuiaba,1,3,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4990,"2018 Copa Sudamericana, First Phase",Sao Paulo,Rosario Central,1,1,42, 58,2,,17,22,3,3,2,1,0,0,3,5
4991,Brasileirao 2017,Vitoria,Gremio,1,1,50, 50,2,,18,7,3,3,0,0,1,1,7,0
4992,"2020 Campeonato Paulista, Temporada Regular",Santos,Santo Andre,0,2,60, 40,1,,14,21,2,2,1,0,2,2,9,6
4993,"2020 Copa Do Brasil, Round of 16",Juventude,Gremio,0,1,62, 38,5,,14,15,1,1,0,0,0,2,3,2
4994,2020-21 Brasileiro Serie B,Oeste,Cuiaba,2,0,58, 41,0,,16,16,0,0,0,0,2,4,9,7
4995,"2018 Copa Sudamericana, Round of 16",Bahia,Botafogo,0,2,43, 57,9,,13,11,3,3,1,0,2,3,7,6
4996,Regular Season,Botafogo SP,Cuiaba,2,1,56, 44,1,,14,11,1,1,0,0,3,0,6,4
4997,2019 Brasileirao,Corinthians,Athletico-PR,3,1,41, 59,4,,13,21,2,2,0,0,2,1,6,3
4998,"2020 Copa do Nordeste, Copa do Nordeste - Quarterfinals",Bahia,Botafogo PB,0,1,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4999,"2018 Copa Do Brasil, Quarterfinals",Santos,Cruzeiro,2,0,61, 39,2,,15,18,3,3,0,0,4,1,2,3
5000,Brasileirao 2018,Internacional,Flamengo,3,0,39, 61,3,,13,13,1,1,0,0,1,2,4,3
5001,"2020 Brazilian Campeonato Mineiro, Regular Season",Cruzeiro,Patrocinense,2,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5002,"2017 Campeonato Carioca, Taca Rio Playoffs - Final",Vasco da Gama,Botafogo,1,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5003,"2018 Brazilian Campeonato Miniero, Brasil Mineiro - Semifinals",Atletico-MG,America-MG,2,1,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5004,2019 Brasileirao,Atletico-MG,Botafogo,2,1,48, 52,6,,11,10,3,3,0,0,2,1,11,8
5005,2020-21 Brasileiro Serie B,Cuiaba,Avai,1,1,53, 47,4,,14,10,3,3,0,0,1,2,3,8
5006,2020 Brasileiro Serie A,Vasco da Gama,Fluminense,3,0,44, 56,3,,21,14,2,2,0,0,1,0,4,2
5007,2022 Brasileiro Serie B,Sport,Cruzeiro,1,1,32, 68,1,,8,10,1,1,0,0,1,1,5,10
5008,"2022 Copa Do Brasil, Third Round",Coritiba,Santos,3,0,44, 56,0,,15,20,3,3,0,0,1,1,9,5
5009,2021 Brasileiro Serie B,Goias,CSA,0,1,37, 63,2,,23,9,1,1,0,0,0,2,4,5
5010,"2017 Copa Sudamericana, Round of 16",Racing Club,Corinthians,2,1,44, 56,0,,16,25,2,2,0,2,2,2,2,1
5011,2021 Brasileiro Serie A,Juventude,Internacional,1,0,47, 53,1,,19,15,4,4,0,0,1,0,2,3
5012,2021 Brasileiro Serie A,Fluminense,Corinthians,0,1,46, 54,3,,14,11,1,1,1,0,1,0,8,5
5013,"2021 Copa Do Brasil, Third Round",America-MG,Criciuma,4,1,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5014,2022 Brasileiro Serie A,Flamengo,Red Bull Bragantino,0,2,68, 32,2,,7,6,0,0,0,1,0,1,10,1
5015,2021 Brasileiro Serie A,Athletico-PR,Corinthians,0,1,45, 55,1,,12,7,0,0,1,0,1,1,4,2
5016,2022 Brasileiro Serie A,Palmeiras,Athletico-PR,1,0,71, 29,3,,12,15,2,2,1,0,0,0,9,2
5017,Brasileirao 2017,Vasco da Gama,Coritiba,1,1,47, 53,1,,10,15,2,2,1,0,1,0,9,2
5018,"2021 Campeonato Gaucho, First Round",Gremio,Internacional,1,2,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5019,"2017 Brasileiro C, Regular Season",Fortaleza,Cuiaba,0,3,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5020,"2018 Campeonato Paulista, Torneo Paulista 2018 - Temporada Regular",Botafogo SP,Corinthians,0,1,45, 55,1,,16,9,0,0,1,0,3,2,5,2
5021,"2021 Copa Do Brasil, Round of 16",Vitoria,Gremio,2,2,45, 55,3,,9,7,0,0,0,0,0,1,4,7
5022,"2022 Brazilian Campeonato Mineiro, Regular Season",Atletico-MG,Cruzeiro,1,1,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5023,2021 Brasileiro Serie A,Bahia,Atletico-GO,1,2,54, 46,1,,18,11,0,0,0,0,3,1,4,6
5024,2022 Brasileiro Serie A,Botafogo,Juventude,0,0,61, 39,3,,14,18,5,5,0,0,2,2,6,4
5025,Brasileirao 2017,Athletico-PR,Ponte Preta,2,2,71, 29,0,,25,19,2,2,0,0,2,1,12,0
5026,Brasileirao 2018,Corinthians,Botafogo,0,1,49, 51,8,,19,13,3,3,0,0,0,1,3,10
5027,"2021 Copa Do Brasil, Third Round",Corinthians,Atletico-GO,1,1,48, 52,1,,7,13,2,2,1,0,1,0,4,1
5028,"2017 Copa Sudamericana, Final",Flamengo,Independiente,1,1,61, 39,5,,11,22,5,5,1,0,0,2,3,4
5029,"2017 Brasileiro C, Regular Season",Cuiaba,CSA,1,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5030,2020 Brasileiro Serie A,Palmeiras,Internacional,0,4,49, 51,1,,21,23,5,5,0,0,1,0,5,4
5031,2020 Brasileiro Serie A,Corinthians,Vasco da Gama,1,1,67, 32,0,,21,14,2,2,0,0,1,5,11,9
5032,2022 Brasileiro Serie B,Novorizontino,Cruzeiro,4,0,39, 61,2,,12,12,1,1,0,0,3,1,10,1
5033,"2022 CONMEBOL Sudamericana, Round of 16",Internacional,Colo Colo,0,3,60, 40,0,,16,15,3,3,0,0,2,3,5,4
5034,2019 Brasileirao,Corinthians,Internacional,1,1,50, 50,2,,9,19,2,2,0,0,2,0,5,3
5035,"2022 Copa Do Brasil, Semifinals",Sao Paulo,Flamengo,1,1,52, 48,1,,15,9,1,1,0,0,0,0,17,2
5036,2019 Brasileirao,Ceara,Athletico-PR,2,0,51, 49,2,,17,16,1,1,0,1,1,2,6,4
5037,Regular Season,America-MG,Cuiaba,1,1,37, 63,3,,12,18,2,2,0,0,1,3,0,5
5038,"2019 Copa Libertadores, Group Stage",Palmeiras,San Lorenzo,1,1,52, 48,1,,14,15,2,2,0,0,5,1,6,3
5039,Brasileirao 2018,Flamengo,Vasco da Gama,1,0,61, 39,6,,16,24,3,3,2,2,3,0,6,11
5040,"2017 Brasileiro C, Regular Season",Fortaleza,Remo,2,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5041,2017 Serie B,Londrina,Goias,1,1,39, 61,4,,16,12,3,3,0,1,0,0,2,12
5042,"2017 Brasileiro C, Regular Season",Moto Club,Cuiaba,0,1,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5043,Brasileirao 2018,Cruzeiro,Gremio,1,1,40, 60,1,,20,15,1,1,0,1,0,3,7,4
5044,Brasileirao 2018,Ceara,Internacional,2,1,41, 59,3,,11,15,5,5,0,0,2,1,6,5
5045,Regular Season,Brasil de Pelotas,America-MG,0,0,39, 61,1,,22,10,2,2,0,0,4,3,3,3
5046,Brasileirao 2018,Athletico-PR,Sao Paulo,0,1,62, 38,2,,15,18,3,3,0,0,1,3,5,3
5047,2021 Brasileiro Serie A,Santos,Bahia,1,1,65, 35,3,,16,20,4,4,0,0,0,0,5,1
5048,2020 Brasileiro Serie A,Ceara,Sao Paulo,0,3,32, 68,3,,20,13,3,3,0,0,2,1,5,5
5049,2020-21 Brasileiro Serie B,CSA,America-MG,3,1,69, 31,3,,18,20,1,1,0,0,1,3,3,4
5050,2020-21 Brasileiro Serie B,Cruzeiro,Guarani,3,1,44, 55,0,,12,12,1,1,1,0,1,0,0,13
5051,Brasileirao 2018,Santos,Parana,2,0,57, 43,3,,12,14,2,2,0,0,4,0,6,5
5052,2019 Brasileirao,Atletico-MG,Corinthians,2,1,41, 59,3,,15,8,1,1,0,0,2,3,7,5
5053,Brasileirao 2017,Gremio,Botafogo,3,5,52, 48,0,,13,19,5,5,0,0,1,1,6,4
5054,"2020 Club Friendly, Club Friendly",Boca Juniors,Athletico-PR,0,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5055,"2019 Copa Do Brasil, First Round",River AC,Fluminense,0,1,39, 61,6,,10,16,0,0,0,0,1,4,3,8
5056,2020 Brasileiro Serie A,Goias,Gremio,1,0,39, 60,0,,12,10,1,1,0,0,0,2,9,15
5057,2020 Brasileiro Serie A,Santos,Ceara,1,1,65, 35,3,,15,24,3,3,0,0,2,1,11,2
5058,"2017 Brasileiro C, Regular Season",Volta Redonda,Red Bull Bragantino,3,4,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5059,2017 Serie B,Goias,Luverdense,2,1,47, 53,7,,10,13,2,2,0,0,2,3,6,5
5060,2021 Brasileiro Serie A,Palmeiras,Red Bull Bragantino,2,1,55, 45,2,,14,15,2,2,0,0,4,0,8,3
5061,Brasileirao 2018,Palmeiras,Ceara,4,1,39, 61,5,,14,13,2,2,1,0,1,2,4,12
5062,2020 Brasileiro Serie A,Atletico-MG,Vasco da Gama,0,1,60, 40,1,,24,10,2,2,0,1,4,2,6,3
5063,2022 Brasileiro Serie B,Bahia,Novorizontino,0,0,50, 50,3,,10,18,3,3,0,0,1,1,4,4
5064,Brasileirao 2017,Atletico-MG,Santos,5,0,63, 37,2,,9,13,2,2,0,0,1,3,16,4
5065,Brasileirao 2017,Gremio,Sport,2,3,52, 48,2,,8,21,5,5,0,0,2,2,3,2
5066,Brasileirao 2017,Flamengo,Cruzeiro,3,2,51, 49,2,,17,10,3,3,0,0,2,1,6,2
5067,"2020 Copa Do Brasil, Round of 16",Fortaleza,Sao Paulo,3,1,31, 69,3,,9,7,2,2,2,0,1,0,2,7
5068,2019 Brasileirao,Bahia,Corinthians,1,1,43, 57,1,,17,5,4,4,0,0,1,0,4,4
5069,"2017 Copa Do Brasil, Third Round",Corinthians,Luverdense,1,1,53, 47,5,,4,13,2,2,0,0,7,3,10,4
5070,"2017 Brasileiro C, Regular Season",Red Bull Bragantino,Volta Redonda,0,1,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5071,2021 Brasileiro Serie A,Sport,Atletico-MG,3,1,49, 51,0,,18,15,2,2,0,0,1,0,4,7
5072,2021 Brasileiro Serie A,Bahia,Gremio,2,1,35, 65,2,,15,15,3,3,0,0,1,0,3,9
5073,"2020 Brazilian Campeonato Mineiro, Regular Season",Atletico-MG,Cruzeiro,1,1,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5074,2020 Brasileiro Serie A,Corinthians,Fortaleza,0,0,59, 41,2,,14,12,2,2,0,0,0,5,5,1
5075,"2019 Copa Sudamericana, Round of 16",Botafogo,Atletico-MG,0,1,53, 47,7,,9,11,1,1,1,0,0,2,4,2
5076,2019 Brasileirao,Athletico-PR,Cruzeiro,2,0,65, 35,3,,16,17,0,0,0,1,0,0,8,7
5077,Brasileirao 2017,Vasco da Gama,Sport,2,1,49, 51,2,,15,19,1,1,0,0,2,2,3,3
5078,2021 Brasileiro Serie A,Atletico-MG,Juventude,3,0,61, 39,0,,20,13,2,2,0,0,1,0,5,1
5079,"2022 Campeonato Gaucho, First Round",Uniao Frederiquense,Gremio,2,2,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5080,"2018 Copa Libertadores, Group Stage",Santos,Estudiantes de La Plata,0,0,53, 47,2,,17,24,4,4,0,1,2,2,5,4
5081,2020-21 Brasileiro Serie B,Avai,Cuiaba,3,1,59, 40,0,,14,24,2,2,0,0,1,5,17,10
5082,"2019 Brazilian Campeonato Miniero, Brasil Mineiro",Cruzeiro,Tupynambas,2,3,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5083,"2017 Copa Libertadores, Group Stage",Flamengo,Athletico-PR,1,0,45, 55,2,,14,16,1,1,0,0,2,5,4,5
5084,2019 Brasileirao,Fortaleza,Corinthians,1,1,48, 52,2,,18,16,1,1,0,0,2,1,1,1
5085,2020-21 Brasileiro Serie B,Cuiaba,Juventude,0,1,48, 51,0,,16,20,2,2,0,0,1,1,5,5
5086,"2017 Copa Do Brasil, First Round",Caldense,Corinthians,1,3,35, 65,6,,25,10,1,1,0,0,1,1,4,9
5087,2020 Brasileiro Serie A,Bahia,Palmeiras,1,0,49, 51,4,,15,16,2,2,0,0,1,4,9,2
5088,Brasileirao 2017,Gremio,Palmeiras,2,0,49, 51,2,,17,19,1,1,0,0,4,0,2,4
5089,"2018 Campeonato Paulista, Torneo Paulista 2018 - Temporada Regular",Santos,Sao Caetano,0,0,59, 41,6,,12,11,2,2,0,0,4,1,11,8
5090,"2018 Copa do Nordeste, Copa do Nordeste - Quarterfinals",Bahia,Botafogo PB,3,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5091,"2022 CONMEBOL Sudamericana, Group Stage",Fluminense,Oriente Petrolero,3,2,57, 43,6,,11,9,2,2,0,0,1,1,7,0
5092,2022 Brasileiro Serie B,Gremio,Sport,5,0,39, 61,1,,12,11,1,1,0,0,4,0,4,5
5093,"2017 Campeonato Paulista, Torneo Paulista 2017 - Temporada Regular",Sao Paulo,Ponte Preta,4,0,75, 25,2,,12,12,3,3,0,0,1,1,8,4
5094,"2021 Copa Do Brasil, Finals",Atletico-MG,Athletico-PR,0,0,56, 44,4,,16,12,3,3,0,0,1,2,8,5
5095,2021 Brasileiro Serie A,America-MG,Bahia,0,1,54, 46,3,,12,22,2,2,0,0,3,2,8,7
5096,Brasileirao 2018,Internacional,Palmeiras,2,0,56, 44,3,,14,24,3,3,0,0,1,0,5,4
5097,2020 Brasileiro Serie A,Palmeiras,Ceara,0,0,64, 36,4,,10,20,4,4,0,0,1,0,9,4
5098,"2018 Copa Libertadores, Group Stage",Santos,Cusco FC,1,0,74, 26,0,,12,14,3,3,0,0,0,0,8,1
5099,"2019 Copa Do Brasil, Quarterfinals",Palmeiras,Internacional,3,0,49, 51,3,,20,20,3,3,0,0,1,0,4,1
5100,Brasileirao 2018,Cruzeiro,Chapecoense,1,0,54, 46,3,,9,15,1,1,0,0,1,1,4,4
5101,2022 Brasileiro Serie A,Internacional,Cuiaba,0,2,68, 32,0,,16,14,3,3,0,0,2,0,5,3
5102,2020 Brasileiro Serie A,Corinthians,Atletico-GO,1,2,53, 47,5,,18,12,0,0,0,0,4,2,4,7
5103,2021 Recopa Sudamericana,Defensa y Justicia,Palmeiras,0,1,58, 42,1,,22,15,5,5,0,0,4,3,2,1
5104,"2020 Campeonato Gaucho, First Round - Group Stage",Gremio,Caxias do Sul,2,2,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5105,"2019 Copa Sudamericana, Semifinals",Colon (Santa Fe),Atletico-MG,4,2,54, 46,2,,6,8,1,1,0,0,0,0,10,3
5106,Club Friendly,Rangers,Corinthians,2,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5107,Brasileirao 2017,Sport,Fluminense,4,0,70, 30,2,,15,18,4,4,0,1,0,2,15,3
5108,2020 Brasileiro Serie A,Fluminense,Coritiba,3,1,43, 57,1,,16,19,1,1,0,1,0,3,5,4
5109,"2017 Brasileiro C, Regular Season",Fortaleza,Sampaio Correa,2,2,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5110,2022 Brasileiro Serie B,Sampaio Correa,Gremio,0,1,31, 69,3,,13,12,3,3,0,0,2,2,2,10
5111,2021 Brasileiro Serie B,Guarani,Goias,1,3,73, 27,5,,16,17,3,3,0,1,1,1,10,4
5112,2019 Brasileirao,Avai,Gremio,0,0,44, 56,1,,15,17,3,3,0,0,0,0,11,4
5113,2021 Brasileiro Serie A,Fortaleza,Flamengo,0,1,40, 60,4,,10,17,2,2,1,0,3,0,3,5
5114,"2019-20 Campeonato Carioca, 2020 Taca Rio",Volta Redonda,Vasco da Gama,0,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5115,2017 Serie B,Santa Cruz,America-MG,0,0,66, 34,4,,12,19,3,3,0,0,3,2,5,7
5116,Brasileirao 2018,Fluminense,Vitoria,3,0,63, 37,1,,11,8,1,1,0,0,1,0,9,5
5117,"2018 Campeonato Gaucho, Regular Season",Gremio,Novo Hamburgo,0,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5118,"2019 Copa Do Brasil, Round of 16",Juventude,Gremio,0,2,37, 63,5,,23,13,2,2,0,0,0,0,2,11
5119,Brasileirao 2018,Gremio,Athletico-PR,2,0,50, 50,1,,9,15,2,2,0,1,3,1,7,5
5120,"2019 Copa Libertadores, Group Stage",River Plate,Internacional,2,0,63, 37,3,,15,12,3,3,0,0,0,3,4,6
5121,"2020 Campeonato Paulista, Temporada Regular",Corinthians,Santos,1,2,40, 60,1,,16,12,1,1,1,0,4,3,6,10
5122,2017 Serie B,Goias,Juventude,3,0,63, 36,1,,12,21,5,5,0,0,3,0,12,5
5123,"2019 Copa Libertadores, Group Stage",Atletico-MG,Zamora,1,0,71, 29,0,,8,13,1,1,0,1,1,1,7,3
5124,"2019-20 Campeonato Carioca, 2019 Brazil Carioca - Taca Guanabara",Vasco da Gama,Fluminense,1,3,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5125,2021 Brasileiro Serie A,Fortaleza,Palmeiras,2,1,33, 67,3,,22,12,2,2,0,0,2,2,2,6
5126,"2021 Copa Libertadores, Group Stage",Universitario,Palmeiras,1,1,47, 53,1,,22,21,4,4,0,1,2,0,2,6
5127,"2018 Copa Do Brasil, Third Round",Coritiba,Goias,0,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5128,Brasileirao 2017,Fluminense,Corinthians,1,1,55, 45,0,,15,13,2,2,0,0,4,3,6,6
5129,Brasileirao 2017,Corinthians,Vasco da Gama,1,1,57, 43,4,,15,9,2,2,0,0,3,0,7,6
5130,"2022 CONMEBOL Libertadores, Group Stage",Fortaleza,River Plate,1,1,48, 52,1,,13,16,4,4,1,0,7,3,6,4
5131,Brasileirao 2017,Vasco da Gama,Vitoria,2,0,40, 60,5,,17,23,4,4,0,0,1,2,1,3
5132,"2018 Brazilian Campeonato Miniero, Brasil Mineiro - Semifinals",Cruzeiro,Tupi,1,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5133,"2017 Campeonato Paulista, Torneo Paulista 2017 - Temporada Regular",Palmeiras,Botafogo SP,0,0,57, 43,4,,15,17,4,4,0,0,1,2,5,8
5134,2019 Brasileirao,Vasco da Gama,CSA,0,0,57, 43,2,,13,14,1,1,0,0,0,1,8,5
5135,"2019 Copa Do Brasil, Third Round",Luverdense,Fluminense,1,1,36, 64,3,,11,15,4,4,0,0,4,2,4,3
5136,Brasileirao 2018,America-MG,Bahia,1,4,47, 53,3,,19,21,1,1,0,1,3,2,1,4
5137,Brasileirao 2018,Atletico-MG,Palmeiras,1,2,55, 45,2,,22,14,2,2,0,0,0,4,6,4
5138,2020 Brasileiro Serie A,Flamengo,Sao Paulo,3,3,53, 47,3,,18,18,3,3,0,0,2,0,6,4
5139,2019 Brasileirao,Flamengo,Athletico-PR,4,0,50, 50,3,,16,21,3,3,0,0,2,0,9,2
